id	new_pbanka_id	B2toMG_RGR	B2toMG_SD	B2toMG_pheno	MGtoSG_RGR	MGtoSG_SD	MGtoSG_pheno	SGtoB2_RGR	SGtoB2_SD	SGtoB2_pheno	blood_RGR	blood_SD	blood_pheno	female_fertility_RGR	female_fertility_SD	female_fertility_pheno	male_fertility_RGR	male_fertility_SD	male_fertility_pheno	female_gam_RGR	female_gam_SD	female_gam_pheno	male_gam_RGR	male_gam_SD	male_gam_pheno	geneanot.id
721	PBANKA_0800600	-0.070205697	0.14037781	Not reduced	-0.874921081	0.134540168	No power	0.007599484	0.174378828	Not reduced	0.977137451	0.064747271	Dispensable	0.412080132729273	0.227330641725288	Not reduced	-0.257521511597049	0.205909831685027	Not reduced	-0.106104343694904	0.2801743958381801	Not reduced	0.2815341901092728	0.2696185150837035	Not reduced	1503
722	PBANKA_0800700			NA			NA			NA	0.05190355	0.046477176	Essential			NA			NA			NA			NA	1504
723	PBANKA_0801100			NA			NA			NA	0.098084442	0.022769828	Essential			NA			NA			NA			NA	1508
724	PBANKA_0801300	0.791677461	0.127239392	Not reduced	-0.352045994	0.10598294	Not reduced	-0.647824392	0.301894824	No power	0.704617256	0.048657716	Slow	0.191455419496416	0.0705366285871155	Not reduced	1.08900268075956	0.0999178090028323	Not reduced	-0.2294382906839084	0.5607828452851444	No power	0.07983144667421863	0.5216192186120178	Not reduced	1510
725	PBANKA_0801600			NA			NA			NA	0.032968096	0.022447743	Essential			NA			NA			NA			NA	1513
726	PBANKA_0801800			NA			NA			NA	0.1	0.827908222	Essential			NA			NA			NA			NA	1515
727	PBANKA_0802200	-1.635635055	0.9427416	No power	0.829427869	0.935948187	No power	6.141974159	1.212069015	Not reduced	0.433423958	0.062690132	Slow	-0.215829254423062	0.29634824532878	Not reduced	-0.0152302606775857	0.232749538196108	Not reduced			NA			NA	1519
728	PBANKA_0802300			NA			NA			NA	0.061756337	0.123523067	Essential			NA			NA			NA			NA	1520
729	PBANKA_0802500	0.047638647	0.128041094	Not reduced	-0.488882528	0.107207263	Not reduced	-0.492642246	0.168628637	Not reduced	0.943322395	0.047044616	Dispensable	-0.0411793677583477	0.0649141370643818	Not reduced	-1.45136481636957	0.642430671547192	Not reduced	-0.1560475198898474	0.3306803137296554	Not reduced	-0.2816884448498322	0.2891387381756979	Not reduced	1522
730	PBANKA_0802600	-0.031249879	1.466321425	No power	0.145350867	0.849557101	No power	3.2946516	0.965837141	Not reduced	0.419701099	0.097108972	Slow			NA			NA			NA			NA	1523
731	PBANKA_0802700			NA			NA			NA	0.154382453	0.306887425	Essential			NA			NA			NA			NA	1524
732	PBANKA_0802800	0.622941738	0.442337264	Not reduced	-0.921580297	0.507422007	No power	3.675923598	0.913453062	Not reduced	0.412980492	0.116523057	Slow			NA			NA			NA			NA	1525
733	PBANKA_0803000	0.646407994	3.250830651	No power	-0.539324775	3.757442526	No power	4.086650005	3.936984987	No power	0.436650354	0.136330312	Slow			NA			NA			NA			NA	1527
734	PBANKA_0803100			NA			NA			NA	0.1	0.360654507	Essential			NA			NA			NA			NA	1528
735	PBANKA_0803200			NA			NA			NA	0.049193975	0.036291703	Essential			NA			NA			NA			NA	1529
736	PBANKA_0803300			NA			NA			NA	0.071537061	0.054517895	Essential			NA			NA			NA			NA	1530
737	PBANKA_0803600	-2.333542284	0.170143816	Reduced	-0.665681269	0.231177584	No power	-1.258149437	0.448622467	No power	0.804967825	0.073434487	Slow	-7.42125616028733	0.376931118070221	Reduced	-0.665716233118485	0.0954872574881835	Not reduced	0.6513419812214738	0.5786240515774358	Not reduced	0.7419579680508912	0.5609712188759592	Not reduced	1533
738	PBANKA_0803700			NA			NA			NA	0.115768176	0.034294975	Essential			NA			NA			NA			NA	1534
739	PBANKA_0804000			NA			NA			NA	0.037879728	0.014338029	Essential			NA			NA			NA			NA	1537
740	PBANKA_0804300	0.568990444	0.486327722	Not reduced	-1.800767311	0.542238662	No power	-1.060850726	0.729713226	No power	0.958074363	0.04565362	Dispensable	0.470480596845683	0.439541391928458	Not reduced	-0.246615839360679	0.0880465991382517	Not reduced	-0.4702419734404445	0.1806889937564703	Not reduced	-0.224494001382458	0.2466589692081397	Not reduced	1540
741	PBANKA_0804500			NA			NA			NA	0.165779221	0.186119637	Essential			NA			NA			NA			NA	1546
742	PBANKA_0804800			NA			NA			NA	0.015673225	0.016101776	Essential			NA			NA			NA			NA	1549
743	PBANKA_0804900	-2.160950357	0.317681754	Reduced	-0.628460432	0.230142383	No power	1.066984043	0.779563534	Not reduced	0.487022058	0.075299937	Slow	-0.279088749126078	0.0495373518759783	Not reduced	0.113938546765442	0.827172531346799	Not reduced	-0.292455628871074	0.7751435632490667	No power	0.6383256863513782	0.6436532879526093	Not reduced	1550
744	PBANKA_0805000			NA			NA			NA	0.050694794	0.018549095	Essential			NA			NA			NA			NA	1551
745	PBANKA_0805100	-0.031249879	1.466321425	No power	-0.192117054	0.850055251	No power	5.512698645	1.171609093	Not reduced	0.27979339	0.088229194	Slow			NA			NA			NA			NA	1552
746	PBANKA_0805200			NA			NA			NA	0.078280895	0.050810169	Essential			NA			NA			NA			NA	1553
747	PBANKA_0805500	-0.74807088	0.087558632	Not reduced	-0.308276787	0.084660846	Not reduced	-1.628079669	0.201031716	Reduced	1.04797266	0.068930805	Dispensable	-0.419371334386705	0.182898033955958	Not reduced	-9.3293288801924	0.190951061692418	Reduced	0.4074142715736735	0.3687040140265855	Not reduced	0.1108328984842635	0.3953461975578771	Not reduced	1556
748	PBANKA_0805600			NA			NA			NA	0.094584393	0.032265005	Essential			NA			NA			NA			NA	1557
749	PBANKA_0805700	-1.064339571	3.250830651	No power	1.307877072	3.728151314	No power	1.600944192	3.855453942	No power	0.522702715	0.069727732	Slow	-1.58915500446377	0.200349243784755	No data	-2.02452488375619	0.669600284647566	No data			NA			NA	1558
750	PBANKA_0805800	-0.583309727	0.544526107	No power	-3.525897033	0.71624808	Reduced	5.63736228	1.469765341	Not reduced	0.270972055	0.140483592	Essential	-0.810895642126628	0.0653385471472213	Not reduced	-3.42262166813857	0.816405846741079	Not reduced			NA			NA	1560
751	PBANKA_0805900	-0.813771576	0.091866696	Not reduced	-0.393211973	0.090078036	Not reduced	-0.807811309	0.202121659	No power	0.958005483	0.061020503	Dispensable	-0.909408420978381	0.92315244391999	Not reduced	-7.05798251979268	0.457821933645587	Reduced	-0.06944445677739348	0.2233391412344209	Not reduced	-0.07230702441527478	0.2642225872388891	Not reduced	1561
752	PBANKA_0806000	-4.610098885	0.160206536	Reduced	-0.487206498	0.234392895	Not reduced	-7.903452063	0.515642426	Reduced	0.839947597	0.08210181	Dispensable	-8.13762070746218	0.363650106255703	Reduced	-4.96545830312798	0.578922921325254	Reduced	-2.006760726542299	0.5992437680674878	No power	-1.933555458437433	0.5086974688068503	No power	1562
753	PBANKA_0806100	-0.564766368	0.173211444	Not reduced	-0.64399689	0.105692395	Not reduced	0.020715484	0.394986237	Not reduced	0.967478842	0.072518458	Dispensable	-2.47202160912028	0.111291923168525	Reduced	0.100460566288767	0.140739488716809	Not reduced	-0.1140208429336341	0.2822287121880116	Not reduced	-0.3645384881552534	0.3027013311132631	Not reduced	1563
754	PBANKA_0806200			NA			NA			NA	0.066393854	0.037877657	Essential			NA			NA			NA			NA	1564
755	PBANKA_0806300	-1.318547446	0.098520782	Reduced	-0.815483542	0.113712563	No power	-0.893578379	0.694785683	No power	0.962558484	0.110627185	Dispensable	-6.25626515705187	0.679302675537962	Reduced	-0.691284158187372	0.279036468304771	Not reduced	-0.05297143566849714	0.1320667158993211	Not reduced	-0.05512485765971867	0.1507646191492757	Not reduced	1565
756	PBANKA_0806400	-0.115150167	0.147730321	Not reduced	-0.460618684	0.138487881	Not reduced	-0.342053351	0.170969528	Not reduced	1.009804583	0.06511629	Dispensable	-0.281781159045829	0.198184564817364	Not reduced	-0.894879977843445	0.200553294675271	Not reduced	0.4312652974131196	0.2120215526698659	Not reduced	0.2822800184200185	0.1846789998932298	Not reduced	1566
757	PBANKA_0806500	0.726244745	0.33451836	Not reduced	0.373710518	0.193617381	Not reduced	-2.161231972	0.560932884	Reduced	1.042145387	0.046135916	Dispensable	-0.733782438541674	0.146060331958665	Not reduced	-0.463933706531563	0.1090068060815	Not reduced	-0.4450718298294156	0.4267150272186175	No power	0.3064305581468837	0.3848782126201698	Not reduced	1567
758	PBANKA_0806600	-0.031249879	1.466321425	No power	-0.192117054	0.850055251	No power	4.926807185	1.052933072	Not reduced	0.32035223	0.085783734	Slow	-3.50907553648049	0.541103465381665	No data	-0.87364223149871	0.203028896876255	Not reduced			NA			NA	1568
759	PBANKA_0806700	-1.142407871	1.151314286	No power	-0.062336623	1.197673127	No power	3.15291296	1.895745821	Not reduced	0.568004168	0.143687585	Slow	-4.22495150597136	0.631376964906486	Reduced	-1.15202853616338	0.11455650048845	Not reduced	0.747178631610582	0.4634090567165949	Not reduced	0.9238080898665738	0.7042567006327267	Not reduced	1569
760	PBANKA_0806900	0.0701454	0.106091176	Not reduced	0.095455146	0.093310151	Not reduced	-0.879038724	0.349004397	No power	0.982628734	0.099415857	Dispensable	0.02215811469508	0.0938346511782102	Not reduced	-0.207133595092449	0.252825532148491	Not reduced	0.05187845280577201	0.2495302661554695	Not reduced	-0.129203527057445	0.2367096281415859	Not reduced	1571
761	PBANKA_0807000			NA			NA			NA	0.068002096	0.087482965	Essential			NA			NA			NA			NA	1572
762	PBANKA_0807100	-3.521643413	0.546910502	Reduced	-2.552537357	0.835386811	No power	0.107640674	0.634649834	No power	0.951488437	0.045729384	Dispensable	-0.328073259232527	0.16585692284589	Not reduced	0.456698015242861	0.256663006086253	Not reduced	-0.2546540347201328	0.2292175140661618	Not reduced	-0.2343844347900084	0.2157976597023866	Not reduced	1573
763	PBANKA_0807200	-0.980310592	0.231832402	No power	0.188994415	0.228176527	Not reduced	-0.656039996	0.37682361	No power	1.045702873	0.073239326	Dispensable	-0.67270910145883	0.0896543693349725	Not reduced	-0.633444980227334	0.374004702398035	Not reduced	0.3184523783017951	0.3058052579316008	Not reduced	-0.009334296217385176	0.2907656674987946	Not reduced	1574
764	PBANKA_0807300	-0.490301754	0.763801888	No power	-0.042602932	0.722531596	No power	4.983732057	0.924457068	Not reduced	0.262597625	0.06291722	Slow	-4.11846179188467	0.960461814157262	No data	-2.7425564881285	1.15841016099526	No data			NA			NA	1575
765	PBANKA_0807500			NA			NA			NA	0.338026996	0.301315775	Essential			NA			NA			NA			NA	1577
766	PBANKA_0808000			NA			NA			NA	0.052161715	0.027763765	Essential			NA			NA			NA			NA	1582
767	PBANKA_0808100	-0.261725597	0.061690917	Not reduced	-0.30218323	0.062349987	Not reduced	-4.847505412	0.362397267	Reduced	0.95755155	0.086753748	Dispensable	0.456089887341023	0.159282356094318	Not reduced	-0.150947778959789	0.25422971892353	Not reduced	0.3431268579889377	0.3829224479450595	Not reduced	0.6005566878178554	0.362283190369631	Not reduced	1583
768	PBANKA_0808200			NA			NA			NA	0.038236012	0.044776678	Essential			NA			NA			NA			NA	1584
769	PBANKA_0808300			NA			NA			NA	0.162697839	0.121437972	Essential			NA			NA			NA			NA	1585
770	PBANKA_0808700	-0.031249879	1.466321425	No power	-0.192117054	0.850055251	No power	4.798175504	1.021170145	Not reduced	0.330016066	0.084020912	Slow	-3.87361593981395	0.216787543024999	Reduced	-1.69253648714096	0.196198660858293	Not reduced			NA			NA	1590
771	PBANKA_0808800			NA			NA			NA	0.008359271	0.020628195	Essential			NA			NA			NA			NA	1591
772	PBANKA_0808900	-3.408898444	2.795643746	No power	1.031840218	3.271459812	No power	0.179041182	3.651252607	No power	0.689539586	0.071555337	Slow	-9.42357461338046	0.553651281383981	Reduced	-0.991492605151998	0.093221682864251	Not reduced			NA			NA	1592
773	PBANKA_0809000	0.326662756	0.163037172	Not reduced	-0.574238343	0.083389116	Not reduced	-0.355015834	0.212770184	Not reduced	0.991152663	0.075822507	Dispensable	-0.208225265195252	0.430047590491737	Not reduced	-0.0390282823842328	0.383819661745694	Not reduced	0.1664463813861456	0.141784490149877	Not reduced	3.722187706377083e-05	0.1733462729901918	Not reduced	1593
774	PBANKA_0809100	0.253658453	0.076003925	Not reduced	-0.296653283	0.063493781	Not reduced	0.729923623	0.286961243	Not reduced	0.809644873	0.076757499	Slow	0.03934937495357	0.152557005591948	Not reduced	0.273494454529561	0.194538026227211	Not reduced			NA			NA	1594
775	PBANKA_0809200			NA			NA			NA	0.050397379	0.014391578	Essential			NA			NA			NA			NA	1595
776	PBANKA_0809300			NA			NA			NA	0.052436295	0.032619918	Essential			NA			NA			NA			NA	1596
777	PBANKA_0809400	-3.559360702	0.659291622	Reduced	5.183004073	0.56470564	Not reduced	-2.750632977	0.403448963	Reduced	1.042677126	0.09682743	Dispensable	0.342305367337542	0.403367265107714	No data	-0.175297111137689	0.507779562298969	Not reduced	0.03868423664553191	0.2298894378176051	Not reduced	0.343388623367983	0.1972336166187904	Not reduced	1597
778	PBANKA_0809500	-0.405075249	0.094229151	Not reduced	-0.130695978	0.080721409	Not reduced	-1.186948823	0.183775726	No power	1.029116093	0.063971085	Dispensable	0.462520253495782	0.466572871160769	No data	-0.374492273372761	0.432672078866753	Not reduced	0.4157449904999009	0.1965145926065834	Not reduced	0.3042750403036719	0.2454183680582454	Not reduced	1598
779	PBANKA_0809600			NA			NA			NA	0.100630407	0.071799824	Essential			NA			NA			NA			NA	1599
780	PBANKA_0810600			NA			NA			NA	0.1	0.619270952	Essential			NA			NA			NA			NA	1609
781	PBANKA_0810700	-1.078992356	0.069022846	No power	-0.433212671	0.082187028	Not reduced	-0.115651251	0.241786627	Not reduced	1.0011332	0.087357699	Dispensable	-1.17983744068432	0.0844306834426651	Not reduced	-0.776706045424562	0.113415121212745	Not reduced	0.06210218259869661	0.2134886953769858	Not reduced	0.3752637702469934	0.2279676870953912	Not reduced	1610
782	PBANKA_0810900			NA			NA			NA	0.221822915	0.078231956	Essential			NA			NA			NA			NA	1612
783	PBANKA_0811100	-0.775015853	1.342388557	No power	-0.595069294	1.669465979	No power	0.325976022	1.757912753	No power	0.918358594	0.064094976	Dispensable	-1.82882824934325	0.59922955042246	Not reduced	-3.14732163600141	0.120927571637263	Reduced	0.0700038305671559	0.3849099129428847	Not reduced	-0.3382446574288932	0.3303980353707282	Not reduced	1614
784	PBANKA_0811200	-0.051793312	0.077108506	Not reduced	-0.102166564	0.090535698	Not reduced	-0.227146774	0.186467338	Not reduced	0.968095292	0.056088083	Dispensable	-0.115209311431218	0.492129777753214	Not reduced	-0.119806848845144	0.0875797513967083	Not reduced	-0.9342610221324864	0.1028279570771867	No power	-0.795292530155324	0.1225266708059634	No power	1615
785	PBANKA_0811300			NA			NA			NA	0.011757155	0.026386845	Essential			NA			NA			NA			NA	1616
786	PBANKA_0811400			NA			NA			NA	0.057589503	0.046593969	Essential			NA			NA			NA			NA	1617
787	PBANKA_0811700			NA			NA			NA	0.06413088	0.037780734	Essential			NA			NA			NA			NA	1620
788	PBANKA_0811800	-1.284327471	0.197401356	No power	0.35364665	0.172849692	Not reduced	-0.997954702	0.251520746	No power	1.027235436	0.03347604	Dispensable	-0.0602934444210054	0.0763264439482026	Not reduced	-7.85108584660054	0.123953892263395	Reduced	-0.02989996795415329	0.4009288001865516	Not reduced	-0.1961838105382507	0.4087073258379993	No power	1621
789	PBANKA_0811900			NA			NA			NA	0.103675917	0.126292272	Essential			NA			NA			NA			NA	1622
790	PBANKA_0812000			NA			NA			NA	0.144627907	0.228849503	Essential			NA			NA			NA			NA	1623
791	PBANKA_0812100			NA			NA			NA	0.249278799	0.22000425	Essential			NA			NA			NA			NA	1624
792	PBANKA_0812300			NA			NA			NA	0.042175963	0.015102201	Essential			NA			NA			NA			NA	1626
793	PBANKA_0812400	0.173150927	0.141782952	Not reduced	-0.508404403	0.30295792	No power	0.727101677	0.59480677	Not reduced	0.790362608	0.114249125	Dispensable	-0.534800104424486	0.346185574700024	Not reduced	-0.384895904555922	0.135233970584255	Not reduced	0.8169251990451774	0.8865293958501169	Not reduced	0.9152811966705621	0.8079842828601735	Not reduced	1627
794	PBANKA_0812800	0.02127659	0.105635234	Not reduced	-0.040512654	0.088707883	Not reduced	0.556109055	0.230682249	Not reduced	0.67728207	0.042094772	Slow	-0.484430446805351	0.161468042136703	Not reduced	0.0658929835118483	0.0907420225887436	Not reduced	-0.357554177026136	0.1308760009328087	Not reduced	-0.5171563299916996	0.1543138320711814	Not reduced	1631
938	PBANKA_0905000			NA			NA			NA	0.125969238	0.074547107	Essential			NA			NA			NA			NA	1937
795	PBANKA_0813000	-0.496620833	0.257248049	No power	-0.28711547	0.141238145	Not reduced	4.451238323	2.348774742	Not reduced	0.315777719	0.21023223	Essential	-2.16979707557888	0.282860584024229	Not reduced	-1.43428407911742	0.561004417005618	Not reduced	0.1723731534682239	0.2652857821050544	Not reduced	0.1093356608578365	0.2582160235371272	Not reduced	1633
796	PBANKA_0813900			NA			NA			NA	0.1	0.368218584	Essential			NA			NA			NA			NA	1642
797	PBANKA_0814000			NA			NA			NA	0.0862519	0.04024754	Essential			NA			NA			NA			NA	1643
798	PBANKA_0814100			NA			NA			NA	0.123179356	0.042588995	Essential			NA			NA			NA			NA	1644
799	PBANKA_0814200	-0.695632572	0.060380492	Not reduced	0.131875799	0.060993325	Not reduced	-0.873571344	0.092133366	No power	0.957387926	0.025199955	Dispensable	-0.515023747078807	0.0622340705823902	Not reduced	-0.964015023462311	0.108180076993562	Not reduced	-0.01859972145471399	0.2148328679094606	Not reduced	0.08311084773586018	0.2588008474143865	Not reduced	1646
800	PBANKA_0814700			NA			NA			NA	0.080466629	0.029435527	Essential			NA			NA			NA			NA	1651
801	PBANKA_0814900			NA			NA			NA	0.107490341	0.072621449	Essential			NA			NA			NA			NA	1653
802	PBANKA_0815100			NA			NA			NA	0.087986615	0.03302527	Essential			NA			NA			NA			NA	1655
803	PBANKA_0815300			NA			NA			NA	0.064165098	0.038078025	Essential			NA			NA			NA			NA	1657
804	PBANKA_0816000	-1.551899639	0.103120227	Reduced	-0.651692075	0.167388226	Not reduced	-1.085338178	0.390575767	No power	0.934337874	0.044960566	Dispensable	-5.07146166371481	0.289941453018832	Reduced	-1.16938540146885	0.0985989967230691	Not reduced	0.1659223722781568	0.2450617590282097	Not reduced	0.1422140282459697	0.2276097615313106	Not reduced	1664
805	PBANKA_0816100			NA			NA			NA	0.050930151	0.031781519	Essential			NA			NA			NA			NA	1665
806	PBANKA_0816200	-0.031249879	1.466321425	No power	-0.192117054	0.850055251	No power	3.910278593	0.685796185	Not reduced	0.40516285	0.032455154	Slow	0.770568153357806	0.326218076655886	Not reduced	-2.37646221820482	0.700836763592309	No data			NA			NA	1666
807	PBANKA_0816400			NA			NA			NA	0.1		Essential			NA			NA			NA			NA	1668
808	PBANKA_0816800	-0.378061293	0.080082577	Not reduced	-0.143173429	0.082596275	Not reduced	-0.799848563	0.140270343	No power	0.982113512	0.037808921	Dispensable	0.464944788725874	0.0788947084286193	Not reduced	-0.188159107106319	0.17066027711659	Not reduced	-0.2662015224968027	0.2245955795601549	Not reduced	-0.1951665489546278	0.2122984066342269	Not reduced	1672
809	PBANKA_0817000	-1.076152665	0.109913703	No power	-0.619786698	0.112866258	Not reduced	-0.945359339	0.212425089	No power	0.964407472	0.064543865	Dispensable	-6.59595442140331	0.100308745059717	Reduced	0.458875572104288	0.206082656465434	Not reduced	0.1451038332744548	0.1789351695132807	Not reduced	0.1887663830980086	0.1797267434475597	Not reduced	1674
810	PBANKA_0817300			NA			NA			NA	0.102144899	0.061078718	Essential			NA			NA			NA			NA	1677
811	PBANKA_0817600	-0.067774548	0.071874123	Not reduced	-0.103462332	0.085884923	Not reduced	-0.384995272	0.133338166	Not reduced	0.981798587	0.031143165	Dispensable	-0.583684964568772	0.656106005947975	Not reduced	-1.05059404023035	0.280204105000669	Not reduced	-0.02483923838291362	0.1476635140551792	Not reduced	-0.1211081139759346	0.1813412665828405	Not reduced	1680
812	PBANKA_0817800			NA			NA			NA	0.03232069	0.015340373	Essential			NA			NA			NA			NA	1682
813	PBANKA_0818000			NA			NA			NA	0.25639534	0.140231623	Essential			NA			NA			NA			NA	1684
814	PBANKA_0818400	-1.178768667	0.747772626	No power	0.110541415	0.711718882	No power	-0.629088453	0.759075241	No power	1.03089689	0.05852188	Dispensable	-1.22670028937373	0.457111093284458	Not reduced	0.276079335744988	0.182417626205531	Not reduced	-0.01281334127844581	0.3002779912279822	Not reduced	-0.05910274932381291	0.3723267759691136	Not reduced	1688
815	PBANKA_0818500			NA			NA			NA	0.11867244	0.037134542	Essential			NA			NA			NA			NA	1689
816	PBANKA_0818600			NA			NA			NA	0.133354892	0.254545825	Essential			NA			NA			NA			NA	1690
817	PBANKA_0818700			NA			NA			NA	0.082583349	0.05419877	Essential			NA			NA			NA			NA	1691
818	PBANKA_0819000			NA			NA			NA	0.11661645	0.217244282	Essential			NA			NA			NA			NA	1694
819	PBANKA_0819100	0.638089177	0.121054376	Not reduced	-0.54855518	0.074408911	Not reduced	-0.415990744	0.252518416	Not reduced	0.73589159	0.063369158	Slow	-0.431863076131453	0.174006890359334	Not reduced	1.88155734426852	0.0993670980830007	Not reduced	-2.07625029119025	0.8526189132161612	No power	-0.7027183904018629	0.7541214573347993	No power	1695
820	PBANKA_0819200			NA			NA			NA	0.093712395	0.034626	Essential			NA			NA			NA			NA	1696
821	PBANKA_0819400	-9.627674547	0.34236923	Reduced	1.126327694	0.455833382	Not reduced	-1.350013955	0.730912569	No power	1.041477921	0.076492955	Dispensable	-10.3705601894267	1.50004246613442	Reduced	-7.99756032993098	1.40375553864802	Reduced	-0.2269235726660837	0.1354551208762082	Not reduced	0.04753353706778499	0.187683217675838	Not reduced	1698
822	PBANKA_0819500	-1.537011167	0.215170222	Reduced	0.029633355	0.190242982	Not reduced	0.097020506	0.381967693	Not reduced	0.870960795	0.087502397	Dispensable	-0.426743012539463	0.107233514333791	Not reduced	-0.0147036046338732	0.170367802337779	Not reduced	0.1652318016642663	0.1554025331710137	Not reduced	0.09868835330833288	0.1552618952633729	Not reduced	1700
823	PBANKA_0819700	-0.607330144	0.105434359	Not reduced	-0.499518364	0.104723539	Not reduced	-0.694957959	0.286076037	No power	0.748726558	0.072059354	Slow	-0.727281196677898	0.186257838063327	Not reduced	-0.405854705096325	0.0945264341099582	Not reduced	-0.5003940902896135	1.864426030053612	No power	-1.158863451799122	1.817508864013967	No power	1702
824	PBANKA_0820000			NA			NA			NA	0.161418127	0.04956864	Essential			NA			NA			NA			NA	1705
825	PBANKA_0820100	-0.249883756	0.069739863	Not reduced	-0.336843347	0.071374704	Not reduced	-1.290760171	0.115168694	Reduced	1.023800691	0.036314904	Dispensable	0.30696675346738	0.185997356618238	Not reduced	-0.327194164012662	0.277070606585463	Not reduced	0.06712252001636955	0.1418180246516102	Not reduced	0.2170623952233581	0.1360427806259548	Not reduced	1706
826	PBANKA_0820200	-0.383690141	0.103436137	Not reduced	-0.028885619	0.074524894	Not reduced	-0.255314265	0.253394914	Not reduced	1.046734367	0.086368663	Dispensable	-0.338175741750054	0.0911933089809564	Not reduced	-0.20426355730792	0.152057811841677	Not reduced	-0.146821302890931	0.1840974805384952	Not reduced	0.09805279361626708	0.1689398250727944	Not reduced	1707
827	PBANKA_0820300	-0.764119897	0.266581128	No power	-0.50974444	0.35328008	No power	-0.026771662	0.564952794	No power	0.933856183	0.04945593	Dispensable	-0.802978046155004	1.2494346670082	Not reduced	-7.79662561943053	0.454478829220823	Reduced	-0.6147651324965244	0.1314210663385719	Not reduced	-1.369658712439408	0.0970684227473722	Reduced	1708
828	PBANKA_0820400	-0.183295095	0.257232041	Not reduced	-0.582744704	0.218840458	No power	0.084473569	0.234986999	Not reduced	0.975906334	0.051008415	Dispensable	-0.47822903240644	0.364951550880768	Not reduced	-2.04326483689769	0.484198107206567	Not reduced	-0.1515105942694269	0.3779779668180678	Not reduced	-0.5506571162640845	0.3469311487600027	No power	1709
829	PBANKA_0820900	-0.209082075	0.090096968	Not reduced	-0.278927301	0.117821606	Not reduced	-10.44692476	0.722453338	Reduced	0.910199967	0.084814564	Dispensable	0.066306403989416	0.37257531379092	No data	-0.748921912809599	0.162186691433358	Not reduced	-1.375373390389906	0.6682117067463115	No power	-0.916645175791406	0.7733126117828832	No power	1714
830	PBANKA_0821000	-1.422704158	0.241801154	No power	-1.125258232	0.334808737	No power	-4.233693074	0.60007727	Reduced	0.825790068	0.07897146	Slow	-2.67139265774707	0.0882626608881177	Reduced	-1.85488757485032	0.15849256138108	Not reduced	0.103671682973757	0.4659325333612555	Not reduced	0.2112132286558737	0.4466710495269057	Not reduced	1715
831	PBANKA_0821100			NA			NA			NA	0.119234055	0.023522268	Essential			NA			NA			NA			NA	1716
832	PBANKA_0821300	-1.120547867	0.299590747	No power	-0.760378347	0.267162677	No power	0.600728578	1.117327096	No power	0.787049171	0.341238336	Dispensable	0.290311418381299	0.510402898625203	Not reduced	-0.0396834096198247	0.0884504250335494	Not reduced	-0.2642485447646301	0.1919296754357379	Not reduced	-0.09613222336784516	0.1712010917858198	Not reduced	1718
1212	PBANKA_1009200			NA			NA			NA	0.118876165	0.065777176	Essential			NA			NA			NA			NA	2450
833	PBANKA_0821600	-0.167006991	0.155271688	Not reduced	-1.629969712	0.226086514	Reduced	0.127914832	0.248251934	Not reduced	0.810450402	0.066155778	Slow	-0.527702547194451	0.0877208441407853	Not reduced	0.503255216226936	0.0908474358899241	Not reduced	0.5275262082411929	0.244666052009126	Not reduced	0.499048793451206	0.2665206080730508	Not reduced	1721
834	PBANKA_0821700	-1.634096445	0.154780433	Reduced	-0.975887585	0.138851131	No power	2.710630396	1.129230181	Not reduced	0.439150473	0.193897639	Essential			NA			NA			NA			NA	1722
835	PBANKA_0821800			NA			NA			NA	0.027044618	0.020900398	Essential			NA			NA			NA			NA	1723
836	PBANKA_0822200			NA			NA			NA	0.110703946	0.070558754	Essential			NA			NA			NA			NA	1727
837	PBANKA_0822300	-0.631378227	0.066969548	Not reduced	-0.294550288	0.087765858	Not reduced	-0.566566116	0.171298866	Not reduced	0.918786692	0.043402462	Dispensable	1.37756615753769	0.106462327176538	Not reduced	-0.448914126823844	0.462949188043848	Not reduced	-0.06089949487803766	0.2541856209297392	Not reduced	-0.05963461839213686	0.4135555524199064	Not reduced	1728
838	PBANKA_0822500	-0.031249879	1.466321425	No power	-0.192117054	0.850055251	No power	5.513047343	0.955829244	Not reduced	0.279770849	0.063411841	Slow			NA			NA			NA			NA	1730
839	PBANKA_0823000	-2.823189952	0.272701821	Reduced	-1.808062434	0.420398121	No power	-2.570446622	1.388360863	No power	0.729199956	0.090836056	Slow	-4.82041106915007	0.273244084612734	Reduced	-1.95821206680004	0.308184434784249	Not reduced	-0.4300912041791773	0.4216917607637463	No power	-0.8261272422107004	0.4875067326597312	No power	1735
840	PBANKA_0823200	-0.342733216	0.115752896	Not reduced	-0.299132813	0.081246368	Not reduced	-1.068735536	0.213501344	No power	1.034022943	0.058301391	Dispensable	-2.12502570139259	0.204613762040446	Not reduced	-0.0514663286103192	0.412591237356776	Not reduced	0.2005689467587545	0.1724339694972257	Not reduced	0.124533272798398	0.2165188452138249	Not reduced	1737
841	PBANKA_0823300			NA			NA			NA	0.471119081	0.225007764	Essential			NA			NA			NA			NA	1738
842	PBANKA_0823400			NA			NA			NA	0.176686752	0.270276729	Essential			NA			NA			NA			NA	1739
