PbGEM-ID	gene_id
PbGEM-327699	PBANKA_010600
PbGEM-332883	PBANKA_092770
PbGEM-337699	PBANKA_131200
PbGEM-336139	PBANKA_120260
PbGEM-339403	PBANKA_140330
PbGEM-336283	PBANKA_120820
PbGEM-328107	PBANKA_020960
PbGEM-329507	PBANKA_050970
PbGEM-274890	PBANKA_051080
PbGEM-338003	PBANKA_132220
PbGEM-108369	PBANKA_135590
PbGEM-537843	PBANKA_010590
PbGEM-534515	PBANKA_080670
PbGEM-533523	PBANKA_031360
PbGEM-536795	PBANKA_133390
PbGEM-121266	PBANKA_111510
PbGEM-064297	PBANKA_141460
PbGEM-096105	PBANKA_101050
PbGEM-084632	PBANKA_041065
PbGEM-093381	PBANKA_091600
PbGEM-043181	PBANKA_112240
PbGEM-009249	PBANKA_030370
PbGEM-030952	PBANKA_091990
PbGEM-021746	PBANKA_071010
PbGEM-015197	PBANKA_051220
PbGEM-082644	PBANKA_021140
PbGEM-102772	PBANKA_122030
PbGEM-533467	PBANKA_030890
PbGEM-534107	PBANKA_061190
PbGEM-533419	PBANKA_030340
PbGEM-536539	PBANKA_130790
PbGEM-230537	PBANKA_040120
PbGEM-241876	PBANKA_094230
PbGEM-226701	PBANKA_010160
PbGEM-326459	PBANKA_146370
PbGEM-237320	PBANKA_090850
PbGEM-328723	PBANKA_031660
PbGEM-334763	PBANKA_110430
PbGEM-300555	PBANKA_112230
PbGEM-343452	PBANKA_145920
PbGEM-271442	PBANKA_040240
PbGEM-334035	PBANKA_102070
PbGEM-268195	PBANKA_020670
PbGEM-272202	PBANKA_040950
PbGEM-336427	PBANKA_121320
PbGEM-335099	PBANKA_111520
PbGEM-336539	PBANKA_121630
PbGEM-329707	PBANKA_051710
PbGEM-337939	PBANKA_132010
PbGEM-314709	PBANKA_133650
PbGEM-062978	PBANKA_140500
PbGEM-100268	PBANKA_113230
PbGEM-229258	PBANKA_031000
PbGEM-241174	PBANKA_093980
PbGEM-263388	PBANKA_101910
PbGEM-286362	PBANKA_083250
PbGEM-283042	PBANKA_080250
PbGEM-269451	PBANKA_030180
PbGEM-321675	PBANKA_142610
PbGEM-285946	PBANKA_082930
PbGEM-337027	PBANKA_123280
PbGEM-335859	PBANKA_113870
PbGEM-011394	PBANKA_040410
PbGEM-030788	PBANKA_091870
PbGEM-086151	PBANKA_051520
PbGEM-026560	PBANKA_082430
PbGEM-022409	PBANKA_071490
PbGEM-051034	PBANKA_123230
PbGEM-042878	PBANKA_112020
PbGEM-101938	PBANKA_120800
PbGEM-100629	PBANKA_113740
PbGEM-257060	PBANKA_142150
PbGEM-533923	PBANKA_051950
PbGEM-237372	PBANKA_081110
PbGEM-276002	PBANKA_051900
PbGEM-270099	PBANKA_030650
PbGEM-334995	PBANKA_111090
PbGEM-273898	PBANKA_050330
PbGEM-087828	PBANKA_061540
PbGEM-533331	PBANKA_021030
PbGEM-534387	PBANKA_071720
PbGEM-261596	PBANKA_123880
PbGEM-323859	PBANKA_144280
PbGEM-310335	PBANKA_130310
PbGEM-334115	PBANKA_102460
PbGEM-329235	PBANKA_050120
PbGEM-266100	PBANKA_010110
PbGEM-321267	PBANKA_142210
PbGEM-072498	PBANKA_061670
PbGEM-343204	PBANKA_135970
PbGEM-061442	PBANKA_135960
PbGEM-329547	PBANKA_051060
