PbGEM-ID	gene_id
PbGEM-340307	PBANKA_143750
PbGEM-337923	PBANKA_131970
PbGEM-275466	PBANKA_051530
PbGEM-336643	PBANKA_121960
PbGEM-286154	PBANKA_083110
PbGEM-333587	PBANKA_100760
PbGEM-329227	PBANKA_050100
PbGEM-336675	PBANKA_122090
PbGEM-337419	PBANKA_130230
PbGEM-304306	PBANKA_120540
PbGEM-268731	PBANKA_021010
PbGEM-334091	PBANKA_102390
PbGEM-334379	PBANKA_103270
PbGEM-300363	PBANKA_112120
PbGEM-342188	PBANKA_090950
PbGEM-342556	PBANKA_110490
PbGEM-342468	PBANKA_102260
PbGEM-342684	PBANKA_113420
PbGEM-343468	PBANKA_146220
PbGEM-297805	PBANKA_110090
PbGEM-310535	PBANKA_130440
PbGEM-269451	PBANKA_030180
PbGEM-328355	PBANKA_030100
PbGEM-280066	PBANKA_070160
PbGEM-274386	PBANKA_050780
PbGEM-337539	PBANKA_130670
PbGEM-293744	PBANKA_100860
PbGEM-272458	PBANKA_041160
PbGEM-336523	PBANKA_121590
PbGEM-320435	PBANKA_141590
PbGEM-288594	PBANKA_091300
PbGEM-332659	PBANKA_091650
PbGEM-331083	PBANKA_072100
PbGEM-272770	PBANKA_041380
PbGEM-275882	PBANKA_051830
PbGEM-285386	PBANKA_082420
PbGEM-321675	PBANKA_142610
PbGEM-285946	PBANKA_082930
PbGEM-337027	PBANKA_123280
PbGEM-334219	PBANKA_102720
PbGEM-335859	PBANKA_113870
PbGEM-309681	PBANKA_124570
PbGEM-121290	PBANKA_092660
PbGEM-010861	PBANKA_031580
PbGEM-053796	PBANKA_130520
PbGEM-017603	PBANKA_060440
PbGEM-022265	PBANKA_071400
PbGEM-010745	PBANKA_031480
PbGEM-015561	PBANKA_051500
PbGEM-080906	PBANKA_146130
PbGEM-015012	PBANKA_051100
PbGEM-032706	PBANKA_093290
PbGEM-061754	PBANKA_136190
PbGEM-071005	PBANKA_146060
PbGEM-026648	PBANKA_082520
PbGEM-087828	PBANKA_061540
PbGEM-036210	PBANKA_101330
PbGEM-052974	PBANKA_124670
PbGEM-016675	PBANKA_052230
PbGEM-055262	PBANKA_131530
PbGEM-059519	PBANKA_134630
PbGEM-047172	PBANKA_120530
PbGEM-087185	PBANKA_060620
PbGEM-533331	PBANKA_021030
PbGEM-534387	PBANKA_071720
PbGEM-237100	PBANKA_072090
PbGEM-261596	PBANKA_123880
PbGEM-257980	PBANKA_144070
PbGEM-228894	PBANKA_040460
PbGEM-228772	PBANKA_020650
PbGEM-260028	PBANKA_083170
PbGEM-233197	PBANKA_052180
PbGEM-264796	PBANKA_141330
PbGEM-337899	PBANKA_131910
PbGEM-325539	PBANKA_145540
PbGEM-319715	PBANKA_140920
PbGEM-269163	PBANKA_021450
PbGEM-247136	PBANKA_112390
PbGEM-264508	PBANKA_051770
PbGEM-265276	PBANKA_070440
PbGEM-321587	PBANKA_142520
PbGEM-328323	PBANKA_021550
PbGEM-303554	PBANKA_120060
PbGEM-275706	PBANKA_051700
PbGEM-336187	PBANKA_120520
PbGEM-311439	PBANKA_131150
PbGEM-329219	PBANKA_050060
PbGEM-329211	PBANKA_041850
PbGEM-326555	PBANKA_146460
PbGEM-281730	PBANKA_071330
PbGEM-234509	PBANKA_070810
PbGEM-331155	PBANKA_080060
PbGEM-229156	PBANKA_040560
PbGEM-281602	PBANKA_071250
PbGEM-253597	PBANKA_135890
PbGEM-342020	PBANKA_070270
PbGEM-342972	PBANKA_130280
PbGEM-341748	PBANKA_021330
PbGEM-342900	PBANKA_122520
PbGEM-343204	PBANKA_135970
PbGEM-342324	PBANKA_093150
PbGEM-304586	PBANKA_120770
PbGEM-327875	PBANKA_020010
PbGEM-287290	PBANKA_090270
PbGEM-337515	PBANKA_130530
PbGEM-304602	PBANKA_120780
PbGEM-323859	PBANKA_144280
PbGEM-239492	PBANKA_093260
PbGEM-275514	PBANKA_051560
PbGEM-285018	PBANKA_082010
PbGEM-278778	PBANKA_061600
PbGEM-292616	PBANKA_100120
PbGEM-287066	PBANKA_090150
PbGEM-303794	PBANKA_120230
PbGEM-287418	PBANKA_090400
PbGEM-310335	PBANKA_130310
PbGEM-319091	PBANKA_140520
PbGEM-280818	PBANKA_070690
PbGEM-280570	PBANKA_070550
PbGEM-303986	PBANKA_120360
PbGEM-277882	PBANKA_060920
PbGEM-319595	PBANKA_140860
PbGEM-319691	PBANKA_140900
PbGEM-275346	PBANKA_051440
PbGEM-288538	PBANKA_091250
PbGEM-311877	PBANKA_131490
PbGEM-335155	PBANKA_111690
PbGEM-322251	PBANKA_143120
PbGEM-329851	PBANKA_052210
PbGEM-296326	PBANKA_102910
PbGEM-290800	PBANKA_093040
PbGEM-286754	PBANKA_083570
PbGEM-308114	PBANKA_123340
PbGEM-337019	PBANKA_123200
PbGEM-286858	PBANKA_083660
PbGEM-334603	PBANKA_103980
PbGEM-303098	PBANKA_114310
PbGEM-338579	PBANKA_134100
PbGEM-309105	PBANKA_124240
PbGEM-232478	PBANKA_060470
PbGEM-304042	PBANKA_120380
PbGEM-318115	PBANKA_136410
PbGEM-226413	PBANKA_136370
PbGEM-334115	PBANKA_102460
PbGEM-329235	PBANKA_050120
PbGEM-266100	PBANKA_010110
PbGEM-321267	PBANKA_142210
PbGEM-072498	PBANKA_061670
PbGEM-343204	PBANKA_135970
PbGEM-061442	PBANKA_135960
PbGEM-329547	PBANKA_051060

PbGEM-329547
