PbGEM-ID	gene_id	pool
PbGEM-334379	PBANKA_103270	4
PbGEM-300363	PBANKA_112120	4
PbGEM-342188	PBANKA_090950	4
PbGEM-342556	PBANKA_110490	4
PbGEM-342468	PBANKA_102260	4
PbGEM-342684	PBANKA_113420	4
PbGEM-343468	PBANKA_146220	4
PbGEM-297805	PBANKA_110090	4
PbGEM-310535	PBANKA_130440	4
PbGEM-269451	PBANKA_030180	4
PbGEM-328355	PBANKA_030100	4
PbGEM-280066	PBANKA_070160	4
PbGEM-274386	PBANKA_050780	4
PbGEM-337539	PBANKA_130670	4
PbGEM-293744	PBANKA_100860	4
PbGEM-272458	PBANKA_041160	4
PbGEM-336523	PBANKA_121590	4
PbGEM-320435	PBANKA_141590	4
PbGEM-288594	PBANKA_091300	4
PbGEM-332659	PBANKA_091650	4
PbGEM-331083	PBANKA_072100	4
PbGEM-272770	PBANKA_041380	4
PbGEM-275882	PBANKA_051830	4
PbGEM-285386	PBANKA_082420	4
PbGEM-321675	PBANKA_142610	4
PbGEM-285946	PBANKA_082930	4
PbGEM-337027	PBANKA_123280	4
PbGEM-334219	PBANKA_102720	4
PbGEM-335859	PBANKA_113870	4
PbGEM-309681	PBANKA_124570	4
PbGEM-121290	PBANKA_092660	4
PbGEM-010861	PBANKA_031580	4
PbGEM-053796	PBANKA_130520	4
PbGEM-017603	PBANKA_060440	4
PbGEM-022265	PBANKA_071400	4
PbGEM-010745	PBANKA_031480	4
PbGEM-015561	PBANKA_051500	4
PbGEM-080906	PBANKA_146130	4
PbGEM-015012	PBANKA_051100	4
PbGEM-032706	PBANKA_093290	4
PbGEM-061754	PBANKA_136190	4
PbGEM-071005	PBANKA_146060	4
PbGEM-026648	PBANKA_082520	4
PbGEM-087828	PBANKA_061540	4
PbGEM-036210	PBANKA_101330	4
PbGEM-052974	PBANKA_124670	4
PbGEM-016675	PBANKA_052230	4
PbGEM-055262	PBANKA_131530	4
PbGEM-059519	PBANKA_134630	4
PbGEM-047172	PBANKA_120530	4
PbGEM-087185	PBANKA_060620	4
PbGEM-533331	PBANKA_021030	4
PbGEM-534387	PBANKA_071720	4
PbGEM-237100	PBANKA_072090	4
PbGEM-261596	PBANKA_123880	4
PbGEM-257980	PBANKA_144070	4
PbGEM-228894	PBANKA_040460	4
PbGEM-228772	PBANKA_020650	4
PbGEM-260028	PBANKA_083170	4
PbGEM-233197	PBANKA_052180	4
PbGEM-264796	PBANKA_141330	4
PbGEM-337899	PBANKA_131910	4
PbGEM-325539	PBANKA_145540	4
PbGEM-319715	PBANKA_140920	4
PbGEM-269163	PBANKA_021450	4
PbGEM-247136	PBANKA_112390	4
PbGEM-264508	PBANKA_051770	4
PbGEM-265276	PBANKA_070440	4
PbGEM-321587	PBANKA_142520	4
PbGEM-328323	PBANKA_021550	4
PbGEM-303554	PBANKA_120060	4
PbGEM-275706	PBANKA_051700	4
PbGEM-336187	PBANKA_120520	4
PbGEM-311439	PBANKA_131150	4
PbGEM-329219	PBANKA_050060	4
PbGEM-329211	PBANKA_041850	4
PbGEM-326555	PBANKA_146460	4
PbGEM-281730	PBANKA_071330	4
PbGEM-234509	PBANKA_070810	4
PbGEM-331155	PBANKA_080060	4
PbGEM-229156	PBANKA_040560	4
PbGEM-281602	PBANKA_071250	4
PbGEM-253597	PBANKA_135890	4
PbGEM-342020	PBANKA_070270	4
PbGEM-342972	PBANKA_130280	4
PbGEM-341748	PBANKA_021330	4
PbGEM-342900	PBANKA_122520	4
PbGEM-343204	PBANKA_135970	4
PbGEM-342324	PBANKA_093150	4
PbGEM-304586	PBANKA_120770	4
PbGEM-327875	PBANKA_020010	4
PbGEM-287290	PBANKA_090270	4
PbGEM-337515	PBANKA_130530	4
PbGEM-304602	PBANKA_120780	4
PbGEM-323859	PBANKA_144280	4
PbGEM-239492	PBANKA_093260	4
PbGEM-275514	PBANKA_051560	4
PbGEM-285018	PBANKA_082010	4
PbGEM-278778	PBANKA_061600	4
PbGEM-292616	PBANKA_100120	4
PbGEM-287066	PBANKA_090150	4
PbGEM-303794	PBANKA_120230	4
PbGEM-287418	PBANKA_090400	4
PbGEM-310335	PBANKA_130310	4
PbGEM-319091	PBANKA_140520	4
PbGEM-280818	PBANKA_070690	4
PbGEM-280570	PBANKA_070550	4
PbGEM-303986	PBANKA_120360	4
PbGEM-277882	PBANKA_060920	4
PbGEM-319595	PBANKA_140860	4
PbGEM-319691	PBANKA_140900	4
PbGEM-275346	PBANKA_051440	4
PbGEM-288538	PBANKA_091250	4
PbGEM-311877	PBANKA_131490	4
PbGEM-335155	PBANKA_111690	4
PbGEM-322251	PBANKA_143120	4
PbGEM-329851	PBANKA_052210	4
PbGEM-296326	PBANKA_102910	4
PbGEM-290800	PBANKA_093040	4
PbGEM-286754	PBANKA_083570	4
PbGEM-308114	PBANKA_123340	4
PbGEM-337019	PBANKA_123200	4
PbGEM-286858	PBANKA_083660	4
PbGEM-334603	PBANKA_103980	4
PbGEM-303098	PBANKA_114310	4
PbGEM-338579	PBANKA_134100	4
PbGEM-309105	PBANKA_124240	4
PbGEM-232478	PBANKA_060470	4
PbGEM-304042	PBANKA_120380	4
PbGEM-318115	PBANKA_136410	4
PbGEM-226413	PBANKA_136370	4
PbGEM-334115	PBANKA_102460	4
PbGEM-329235	PBANKA_050120	4
PbGEM-266100	PBANKA_010110	4
PbGEM-321267	PBANKA_142210	4
PbGEM-072498	PBANKA_061670	4
PbGEM-343204	PBANKA_135970	4
PbGEM-061442	PBANKA_135960	4
PbGEM-329547	PBANKA_051060	4
PbGEM-121306	PBANKA_052020	5
PbGEM-006154	PBANKA_010770	5
PbGEM-111674	PBANKA_122500	5
PbGEM-023655	PBANKA_080220	5
PbGEM-015181	PBANKA_051210	5
PbGEM-021641	PBANKA_070940	5
PbGEM-037559	PBANKA_102230	5
PbGEM-027695	PBANKA_083260	5
PbGEM-022521	PBANKA_071560	5
PbGEM-043567	PBANKA_112490	5
PbGEM-069893	PBANKA_145330	5
PbGEM-083773	PBANKA_031240	5
PbGEM-013945	PBANKA_050350	5
PbGEM-235866	PBANKA_062270	5
PbGEM-260988	PBANKA_123000	5
PbGEM-239468	PBANKA_093250	5
PbGEM-246799	PBANKA_113720	5
PbGEM-251753	PBANKA_131480	5
PbGEM-259156	PBANKA_146340	5
PbGEM-253763	PBANKA_132050	5
PbGEM-244963	PBANKA_111710	5
PbGEM-243206	PBANKA_103640	5
PbGEM-228889	PBANKA_030840	5
PbGEM-252781	PBANKA_134020	5
PbGEM-262740	PBANKA_101010	5
PbGEM-243939	PBANKA_103930	5
PbGEM-236470	PBANKA_071810	5
PbGEM-264132	PBANKA_103620	5
PbGEM-236468	PBANKA_080660	5
PbGEM-266931	PBANKA_010730	5
PbGEM-283354	PBANKA_080490	5
PbGEM-304074	PBANKA_120390	5
PbGEM-279650	PBANKA_062180	5
PbGEM-324875	PBANKA_145070	5
PbGEM-232916	PBANKA_052040	5
PbGEM-326131	PBANKA_146110	5
PbGEM-333427	PBANKA_100230	5
PbGEM-328971	PBANKA_040830	5
PbGEM-290680	PBANKA_092940	5
PbGEM-336099	PBANKA_120160	5
PbGEM-263692	PBANKA_102320	5
PbGEM-240365	PBANKA_092090	5
PbGEM-265364	PBANKA_133460	5
PbGEM-304250	PBANKA_120500	5
PbGEM-290480	PBANKA_092820	5
PbGEM-313581	PBANKA_132700	5
PbGEM-280690	PBANKA_070630	5
PbGEM-283794	PBANKA_080870	5
PbGEM-327683	PBANKA_010550	5
PbGEM-335115	PBANKA_111550	5
PbGEM-273242	PBANKA_041740	5
PbGEM-343364	PBANKA_143610	5
PbGEM-342540	PBANKA_104010	5
PbGEM-332307	PBANKA_090430	5
PbGEM-271498	PBANKA_040290	5
PbGEM-271546	PBANKA_040340	5
PbGEM-267843	PBANKA_020390	5
PbGEM-329379	PBANKA_050590	5
PbGEM-283610	PBANKA_080730	5
PbGEM-277810	PBANKA_060870	5
PbGEM-288018	PBANKA_090820	5
PbGEM-319995	PBANKA_141120	5
PbGEM-312029	PBANKA_131610	5
PbGEM-317363	PBANKA_135780	5
PbGEM-065839	PBANKA_142590	5
PbGEM-091576	PBANKA_082450	5
PbGEM-009046	PBANKA_030230	5
PbGEM-058996	PBANKA_134280	5
PbGEM-043245	PBANKA_112280	5
PbGEM-012274	PBANKA_041030	5
PbGEM-096343	PBANKA_101400	5
PbGEM-091380	PBANKA_082170	5
PbGEM-108540	PBANKA_135860	5
PbGEM-083434	PBANKA_030860	5
PbGEM-106603	PBANKA_133060	5
PbGEM-105499	PBANKA_131750	5
PbGEM-101822	PBANKA_120640	5
PbGEM-089700	PBANKA_071760	5
PbGEM-036911	PBANKA_101800	5
PbGEM-082330	PBANKA_020760	5
PbGEM-536243	PBANKA_122320	5
PbGEM-534179	PBANKA_061800	5
PbGEM-535243	PBANKA_100130	5
PbGEM-252597	PBANKA_122770	5
PbGEM-236973	PBANKA_072060	5
PbGEM-254102	PBANKA_142640	5
PbGEM-227680	PBANKA_030170	5
PbGEM-246443	PBANKA_110840	5
PbGEM-230237	PBANKA_031520	5
PbGEM-264748	PBANKA_094330	5
PbGEM-265332	PBANKA_030460	5
PbGEM-264356	PBANKA_070220	5
PbGEM-307194	PBANKA_122650	5
PbGEM-293400	PBANKA_100610	5
PbGEM-311255	PBANKA_130970	5
PbGEM-312805	PBANKA_132170	5
PbGEM-332923	PBANKA_092890	5
PbGEM-335867	PBANKA_113880	5
PbGEM-328427	PBANKA_030450	5
PbGEM-317307	PBANKA_135740	5
PbGEM-246982	PBANKA_121230	5
PbGEM-269987	PBANKA_030580	5
PbGEM-336171	PBANKA_120440	5
PbGEM-332315	PBANKA_090440	5
PbGEM-288226	PBANKA_091010	5
PbGEM-333763	PBANKA_101240	5
PbGEM-327659	PBANKA_010490	5
PbGEM-284562	PBANKA_081620	5
PbGEM-292200	PBANKA_094130	5
PbGEM-325811	PBANKA_145800	5
PbGEM-342844	PBANKA_121650	5
PbGEM-337395	PBANKA_130150	5
PbGEM-300531	PBANKA_112220	5
PbGEM-330515	PBANKA_070120	5
PbGEM-339395	PBANKA_140310	5
PbGEM-327907	PBANKA_020260	5
PbGEM-310447	PBANKA_130400	5
PbGEM-268283	PBANKA_020710	5
PbGEM-293896	PBANKA_100970	5
PbGEM-327795	PBANKA_010870	5
PbGEM-294664	PBANKA_101650	5
PbGEM-337811	PBANKA_131630	5
PbGEM-323179	PBANKA_143780	5
PbGEM-340627	PBANKA_144710	5
PbGEM-336339	PBANKA_121080	5
PbGEM-302914	PBANKA_114150	5
PbGEM-273786	PBANKA_050250	5
PbGEM-293632	PBANKA_100770	5
PbGEM-272042	PBANKA_040720	5
PbGEM-121258	PBANKA_101810	5
PbGEM-087803	PBANKA_061520	5
PbGEM-065482	PBANKA_142310	5
PbGEM-061533	PBANKA_136030	5
PbGEM-062848	PBANKA_140410	5
PbGEM-109041	PBANKA_136440	5
PbGEM-011485	PBANKA_040480	5
PbGEM-065418	PBANKA_142270	5
PbGEM-092506	PBANKA_090140	5
PbGEM-108389	PBANKA_135620	5
PbGEM-019700	PBANKA_061920	5
PbGEM-041538	PBANKA_111060	5
PbGEM-029428	PBANKA_090870	5
PbGEM-230925	PBANKA_050650	5
PbGEM-256413	PBANKA_144690	5
PbGEM-229398	PBANKA_040670	5
PbGEM-231102	PBANKA_041690	5
PbGEM-259444	PBANKA_082400	5
PbGEM-248353	PBANKA_112780	5
PbGEM-264676	PBANKA_100360	5
PbGEM-296470	PBANKA_103080	5
PbGEM-275114	PBANKA_051270	5
PbGEM-318995	PBANKA_140450	5
PbGEM-289441	PBANKA_091910	5
PbGEM-332491	PBANKA_091150	5
PbGEM-311741	PBANKA_131420	5
PbGEM-316355	PBANKA_134910	5
PbGEM-282090	PBANKA_071660	5
PbGEM-296182	PBANKA_102760	5
PbGEM-333507	PBANKA_100530	5
PbGEM-251495	PBANKA_135330	5
PbGEM-300147	PBANKA_111970	5
PbGEM-272546	PBANKA_041240	5
PbGEM-330491	PBANKA_070070	5
PbGEM-310711	PBANKA_130560	5
PbGEM-283834	PBANKA_080910	5
PbGEM-290624	PBANKA_092910	5
PbGEM-342380	PBANKA_100160	5
PbGEM-342412	PBANKA_101080	5
PbGEM-342052	PBANKA_071550	5
PbGEM-342620	PBANKA_111770	5
PbGEM-342660	PBANKA_113140	5
PbGEM-343124	PBANKA_134300	5
PbGEM-342348	PBANKA_093660	5
PbGEM-343188	PBANKA_135660	5
PbGEM-342316	PBANKA_093090	5
PbGEM-332171	PBANKA_090040	5
PbGEM-333555	PBANKA_100620	5
PbGEM-338443	PBANKA_133730	5
PbGEM-329323	PBANKA_050380	5
PbGEM-327467	PBANKA_000330	5
PbGEM-292520	PBANKA_100080	5
PbGEM-287690	PBANKA_090620	5
PbGEM-281090	PBANKA_070820	5
PbGEM-272242	PBANKA_040980	5
PbGEM-281386	PBANKA_071050	5
PbGEM-288578	PBANKA_091280	5
PbGEM-273114	PBANKA_041640	5
PbGEM-278546	PBANKA_061490	5
PbGEM-300779	PBANKA_112460	5
PbGEM-321059	PBANKA_142040	5
PbGEM-340163	PBANKA_143350	5
PbGEM-456558	PBANKA_114590	5
PbGEM-072542	PBANKA_146050	5
PbGEM-334115	PBANKA_102460	5
PbGEM-329235	PBANKA_050120	5
PbGEM-266100	PBANKA_010110	5
PbGEM-321267	PBANKA_142210	5
PbGEM-072498	PBANKA_061670	5
PbGEM-343204	PBANKA_135970	5
PbGEM-061442	PBANKA_135960	5
PbGEM-329547	PBANKA_051060	5
PbGEM-088411	PBANKA_062320	5_2
PbGEM-096504	PBANKA_101750	5_2
PbGEM-041570	PBANKA_111080	5_2
PbGEM-055524	PBANKA_131720	5_2
PbGEM-018598	PBANKA_061140	5_2
PbGEM-086320	PBANKA_051760	5_2
PbGEM-090509	PBANKA_080650	5_2
PbGEM-055230	PBANKA_131510	5_2
PbGEM-095192	PBANKA_094340	5_2
PbGEM-533723	PBANKA_050300	5_2
PbGEM-536571	PBANKA_130960	5_2
PbGEM-535011	PBANKA_092690	5_2
PbGEM-538891	PBANKA_122820	5_2
PbGEM-534555	PBANKA_081300	5_2
PbGEM-533115	PBANKA_010190	5_2
PbGEM-539091	PBANKA_132210	5_2
PbGEM-534219	PBANKA_062070	5_2
PbGEM-259700	PBANKA_082740	5_2
PbGEM-264140	PBANKA_040840	5_2
PbGEM-265388	PBANKA_010920	5_2
PbGEM-294448	PBANKA_101410	5_2
PbGEM-299539	PBANKA_111500	5_2
PbGEM-288058	PBANKA_090840	5_2
PbGEM-313293	PBANKA_132470	5_2
PbGEM-331755	PBANKA_082300	5_2
PbGEM-342172	PBANKA_090210	5_2
PbGEM-328491	PBANKA_030600	5_2
PbGEM-329539	PBANKA_051050	5_2
PbGEM-329187	PBANKA_041810	5_2
PbGEM-329795	PBANKA_052010	5_2
PbGEM-295390	PBANKA_102210	5_2
PbGEM-338515	PBANKA_133950	5_2
PbGEM-079278	PBANKA_143660	5_2
PbGEM-098495	PBANKA_110690	5_2
PbGEM-083189	PBANKA_030510	5_2
PbGEM-096918	PBANKA_102340	5_2
PbGEM-090491	PBANKA_080630	5_2
PbGEM-087458	PBANKA_061110	5_2
PbGEM-534763	PBANKA_090020	5_2
PbGEM-536083	PBANKA_120420	5_2
PbGEM-538579	PBANKA_100710	5_2
PbGEM-537067	PBANKA_140300	5_2
PbGEM-533227	PBANKA_020020	5_2
PbGEM-536075	PBANKA_120370	5_2
PbGEM-263764	PBANKA_102410	5_2
PbGEM-244357	PBANKA_111440	5_2
PbGEM-267699	PBANKA_020270	5_2
PbGEM-290856	PBANKA_093100	5_2
PbGEM-293312	PBANKA_100570	5_2
PbGEM-257581	PBANKA_143890	5_2
PbGEM-334675	PBANKA_110230	5_2
PbGEM-327675	PBANKA_010530	5_2
PbGEM-334955	PBANKA_110960	5_2
PbGEM-285074	PBANKA_082130	5_2
PbGEM-312173	PBANKA_131690	5_2
PbGEM-231805	PBANKA_050265	5_2
PbGEM-099883	PBANKA_112810	5_2
PbGEM-036306	PBANKA_101390	5_2
PbGEM-042008	PBANKA_111380	5_2
PbGEM-106217	PBANKA_132610	5_2
PbGEM-058661	PBANKA_134040	5_2
PbGEM-066015	PBANKA_142700	5_2
PbGEM-097088	PBANKA_102630	5_2
PbGEM-088353	PBANKA_062240	5_2
PbGEM-533195	PBANKA_011110	5_2
PbGEM-239781	PBANKA_093350	5_2
PbGEM-298717	PBANKA_110780	5_2
PbGEM-236932	PBANKA_080900	5_2
PbGEM-249381	PBANKA_121970	5_2
PbGEM-295934	PBANKA_102620	5_2
PbGEM-276922	PBANKA_060150	5_2
PbGEM-286250	PBANKA_083180	5_2
PbGEM-277090	PBANKA_060300	5_2
PbGEM-277818	PBANKA_060880	5_2
PbGEM-288737	PBANKA_091410	5_2
PbGEM-330915	PBANKA_071450	5_2
PbGEM-335691	PBANKA_113240	5_2
PbGEM-030028	PBANKA_091260	5_2
PbGEM-048328	PBANKA_121340	5_2
PbGEM-064944	PBANKA_141930	5_2
PbGEM-241496	PBANKA_102970	5_2
PbGEM-342804	PBANKA_121040	5_2
PbGEM-303170	PBANKA_114370	5_2
PbGEM-304362	PBANKA_120570	5_2
PbGEM-270810	PBANKA_031210	5_2
PbGEM-336035	PBANKA_114550	5_2
PbGEM-330635	PBANKA_070490	5_2
PbGEM-334115	PBANKA_102460	5_2
PbGEM-329235	PBANKA_050120	5_2
PbGEM-266100	PBANKA_010110	5_2
PbGEM-321267	PBANKA_142210	5_2
PbGEM-072498	PBANKA_061670	5_2
PbGEM-343204	PBANKA_135970	5_2
PbGEM-061442	PBANKA_135960	5_2
PbGEM-329547	PBANKA_051060	5_2
PbGEM-068513	PBANKA_144380	6
PbGEM-014061	PBANKA_050440	6
PbGEM-084034	PBANKA_040110	6
PbGEM-088402	PBANKA_062310	6
PbGEM-027597	PBANKA_083190	6
PbGEM-011169	PBANKA_040230	6
PbGEM-057165	PBANKA_132950	6
PbGEM-047958	PBANKA_121100	6
PbGEM-036749	PBANKA_101680	6
PbGEM-019636	PBANKA_061880	6
PbGEM-087402	PBANKA_061040	6
PbGEM-103204	PBANKA_122840	6
PbGEM-088775	PBANKA_070410	6
PbGEM-108739	PBANKA_136050	6
PbGEM-100993	PBANKA_114240	6
PbGEM-087565	PBANKA_061240	6
PbGEM-533243	PBANKA_020160	6
PbGEM-533443	PBANKA_030780	6
PbGEM-533627	PBANKA_040910	6
PbGEM-534683	PBANKA_082790	6
PbGEM-534507	PBANKA_080580	6
PbGEM-537283	PBANKA_142680	6
PbGEM-241597	PBANKA_092700	6
PbGEM-232532	PBANKA_051780	6
PbGEM-236235	PBANKA_080570	6
PbGEM-245936	PBANKA_120870	6
PbGEM-236237	PBANKA_071670	6
PbGEM-243448	PBANKA_103760	6
PbGEM-236544	PBANKA_071840	6
PbGEM-264404	PBANKA_146350	6
PbGEM-236907	PBANKA_080890	6
PbGEM-298981	PBANKA_110980	6
PbGEM-276866	PBANKA_060120	6
PbGEM-263084	PBANKA_101480	6
PbGEM-276178	PBANKA_051990	6
PbGEM-328099	PBANKA_020900	6
PbGEM-338563	PBANKA_134050	6
PbGEM-329643	PBANKA_051390	6
PbGEM-332739	PBANKA_092170	6
PbGEM-264972	PBANKA_020300	6
PbGEM-265308	PBANKA_100720	6
PbGEM-286426	PBANKA_083300	6
PbGEM-328299	PBANKA_021440	6
PbGEM-342964	PBANKA_130080	6
PbGEM-342396	PBANKA_100950	6
PbGEM-343268	PBANKA_141780	6
PbGEM-342868	PBANKA_122250	6
PbGEM-330979	PBANKA_071620	6
PbGEM-334819	PBANKA_110630	6
PbGEM-331875	PBANKA_082780	6
PbGEM-267187	PBANKA_011000	6
PbGEM-329363	PBANKA_050530	6
PbGEM-270235	PBANKA_030810	6
PbGEM-339643	PBANKA_141060	6
PbGEM-305122	PBANKA_121160	6
PbGEM-339579	PBANKA_140890	6
PbGEM-278202	PBANKA_061230	6
PbGEM-330971	PBANKA_071610	6
PbGEM-338059	PBANKA_132420	6
PbGEM-328451	PBANKA_030480	6
PbGEM-456598	PBANKA_110130	6
PbGEM-341724	PBANKA_021060	6
PbGEM-226469	PBANKA_090590	6
PbGEM-034462	PBANKA_100150	6
PbGEM-121314	PBANKA_130470	6
PbGEM-034599	PBANKA_100240	6
PbGEM-062476	PBANKA_140160	6
PbGEM-039254	PBANKA_103440	6
PbGEM-122074	PBANKA_110420	6
PbGEM-026953	PBANKA_082750	6
PbGEM-053942	PBANKA_130620	6
PbGEM-033491	PBANKA_093850	6
PbGEM-098459	PBANKA_110650	6
PbGEM-084472	PBANKA_040760	6
PbGEM-093744	PBANKA_092110	6
PbGEM-108701	PBANKA_136000	6
PbGEM-122090	PBANKA_061510	6
PbGEM-083023	PBANKA_030240	6
PbGEM-010018	PBANKA_030960	6
PbGEM-108933	PBANKA_136320	6
PbGEM-230776	PBANKA_050570	6
PbGEM-263108	PBANKA_101520	6
PbGEM-234590	PBANKA_061610	6
PbGEM-231569	PBANKA_051140	6
PbGEM-232246	PBANKA_051630	6
PbGEM-234393	PBANKA_070740	6
PbGEM-319971	PBANKA_141110	6
PbGEM-289209	PBANKA_091710	6
PbGEM-334659	PBANKA_110140	6
PbGEM-305242	PBANKA_121220	6
PbGEM-270187	PBANKA_030770	6
PbGEM-286410	PBANKA_083290	6
PbGEM-334355	PBANKA_103210	6
PbGEM-331195	PBANKA_080130	6
PbGEM-316019	PBANKA_134640	6
PbGEM-332331	PBANKA_090610	6
PbGEM-240525	PBANKA_093690	6
PbGEM-253918	PBANKA_132090	6
PbGEM-236287	PBANKA_071700	6
PbGEM-229574	PBANKA_040750	6
PbGEM-297678	PBANKA_104030	6
PbGEM-340043	PBANKA_142890	6
PbGEM-267147	PBANKA_010970	6
PbGEM-288370	PBANKA_091130	6
PbGEM-272858	PBANKA_041450	6
PbGEM-284146	PBANKA_081280	6
PbGEM-306778	PBANKA_122410	6
PbGEM-284922	PBANKA_081910	6
PbGEM-341860	PBANKA_040930	6
PbGEM-341820	PBANKA_031380	6
PbGEM-342244	PBANKA_092010	6
PbGEM-343156	PBANKA_134720	6
PbGEM-329195	PBANKA_041830	6
PbGEM-313181	PBANKA_132400	6
PbGEM-331139	PBANKA_080040	6
PbGEM-328643	PBANKA_031220	6
PbGEM-332483	PBANKA_091140	6
PbGEM-329067	PBANKA_041320	6
PbGEM-305410	PBANKA_121380	6
PbGEM-270858	PBANKA_031230	6
PbGEM-312157	PBANKA_131670	6
PbGEM-337075	PBANKA_123380	6
PbGEM-332107	PBANKA_083510	6
PbGEM-285962	PBANKA_082940	6
PbGEM-335979	PBANKA_114430	6
PbGEM-317603	PBANKA_135940	6
PbGEM-338243	PBANKA_132980	6
PbGEM-234172	PBANKA_070620	6
PbGEM-334459	PBANKA_103430	6
PbGEM-111850	PBANKA_092550	6
PbGEM-020158	PBANKA_062250	6
PbGEM-046313	PBANKA_114470	6
PbGEM-041928	PBANKA_111330	6
PbGEM-050934	PBANKA_123150	6
PbGEM-029668	PBANKA_091020	6
PbGEM-093581	PBANKA_091820	6
PbGEM-098813	PBANKA_111100	6
PbGEM-083560	PBANKA_030980	6
PbGEM-109800	PBANKA_140980	6
PbGEM-332731	PBANKA_092140	6
PbGEM-534459	PBANKA_080050	6
PbGEM-257004	PBANKA_143620	6
PbGEM-242674	PBANKA_103410	6
PbGEM-261556	PBANKA_123820	6
PbGEM-246270	PBANKA_121010	6
PbGEM-249676	PBANKA_133180	6
PbGEM-239300	PBANKA_091660	6
PbGEM-239805	PBANKA_082100	6
PbGEM-265292	PBANKA_051980	6
PbGEM-265348	PBANKA_101440	6
PbGEM-265004	PBANKA_131170	6
PbGEM-239470	PBANKA_081970	6
PbGEM-229837	PBANKA_040860	6
PbGEM-270259	PBANKA_030820	6
PbGEM-294894	PBANKA_101840	6
PbGEM-324795	PBANKA_145030	6
PbGEM-279586	PBANKA_062140	6
PbGEM-313645	PBANKA_132790	6
PbGEM-334339	PBANKA_103170	6
PbGEM-273050	PBANKA_041590	6
PbGEM-332267	PBANKA_090260	6
PbGEM-335251	PBANKA_112010	6
PbGEM-285114	PBANKA_082160	6
PbGEM-303714	PBANKA_120180	6
PbGEM-327723	PBANKA_010630	6
PbGEM-253924	PBANKA_142600	6
PbGEM-262852	PBANKA_101160	6
PbGEM-264692	PBANKA_131600	6
PbGEM-270978	PBANKA_031340	6
PbGEM-291880	PBANKA_093890	6
PbGEM-281562	PBANKA_071230	6
PbGEM-320323	PBANKA_141440	6
PbGEM-306506	PBANKA_122200	6
PbGEM-317419	PBANKA_135800	6
PbGEM-341812	PBANKA_031190	6
PbGEM-342604	PBANKA_111630	6
PbGEM-342668	PBANKA_113180	6
PbGEM-267235	PBANKA_011040	6
PbGEM-328667	PBANKA_031330	6
PbGEM-335923	PBANKA_114230	6
PbGEM-283154	PBANKA_080360	6
PbGEM-330667	PBANKA_070570	6
PbGEM-293232	PBANKA_100500	6
PbGEM-304722	PBANKA_120850	6
PbGEM-266819	PBANKA_010660	6
PbGEM-335203	PBANKA_111850	6
PbGEM-331067	PBANKA_072020	6
PbGEM-336739	PBANKA_122270	6
PbGEM-322275	PBANKA_143160	6
PbGEM-307522	PBANKA_122960	6
PbGEM-340675	PBANKA_144790	6
PbGEM-315947	PBANKA_134580	6
PbGEM-336571	PBANKA_121710	6
PbGEM-227604	PBANKA_010950	6
PbGEM-330683	PBANKA_070590	6
PbGEM-334115	PBANKA_102460	6
PbGEM-329235	PBANKA_050120	6
PbGEM-266100	PBANKA_010110	6
PbGEM-321267	PBANKA_142210	6
PbGEM-072498	PBANKA_061670	6
PbGEM-343204	PBANKA_135970	6
PbGEM-061442	PBANKA_135960	6
PbGEM-329547	PBANKA_051060	6
PbGEM-121250	PBANKA_122560	7
PbGEM-121274	PBANKA_041350	7
PbGEM-005773	PBANKA_010510	7
PbGEM-050692	PBANKA_122990	7
PbGEM-111778	PBANKA_093370	7
PbGEM-106052	PBANKA_132380	7
PbGEM-044263	PBANKA_112980	7
PbGEM-052197	PBANKA_124120	7
PbGEM-095750	PBANKA_100640	7
PbGEM-097822	PBANKA_103780	7
PbGEM-065557	PBANKA_142370	7
PbGEM-036651	PBANKA_101610	7
PbGEM-009087	PBANKA_030260	7
PbGEM-010877	PBANKA_031590	7
PbGEM-064151	PBANKA_141360	7
PbGEM-059126	PBANKA_134380	7
PbGEM-067386	PBANKA_143630	7
PbGEM-066674	PBANKA_143150	7
PbGEM-022313	PBANKA_071430	7
PbGEM-053684	PBANKA_130450	7
PbGEM-061442	PBANKA_135960	7
PbGEM-019862	PBANKA_062030	7
PbGEM-041944	PBANKA_111340	7
PbGEM-093235	PBANKA_091360	7
PbGEM-106474	PBANKA_132940	7
PbGEM-111063	PBANKA_142920	7
PbGEM-103538	PBANKA_123320	7
PbGEM-042332	PBANKA_111600	7
PbGEM-328635	PBANKA_031200	7
PbGEM-263908	PBANKA_102600	7
PbGEM-262020	PBANKA_124490	7
PbGEM-252084	PBANKA_133810	7
PbGEM-236591	PBANKA_080720	7
PbGEM-248816	PBANKA_121830	7
PbGEM-233516	PBANKA_070330	7
PbGEM-260676	PBANKA_090420	7
PbGEM-239370	PBANKA_093210	7
PbGEM-243678	PBANKA_103830	7
PbGEM-249320	PBANKA_134800	7
PbGEM-230293	PBANKA_041170	7
PbGEM-264860	PBANKA_145700	7
PbGEM-265060	PBANKA_110760	7
PbGEM-309911	PBANKA_130050	7
PbGEM-292744	PBANKA_100220	7
PbGEM-287562	PBANKA_090510	7
PbGEM-227253	PBANKA_021390	7
PbGEM-291200	PBANKA_093360	7
PbGEM-237576	PBANKA_081180	7
PbGEM-307922	PBANKA_123240	7
PbGEM-287586	PBANKA_090520	7
PbGEM-281330	PBANKA_071020	7
