PbGEM-ID	gene_id	pool
PbGEM-329235	PBANKA_050120	7
PbGEM-299859	PBANKA_111760	7
PbGEM-317435	PBANKA_135820	7
PbGEM-333323	PBANKA_100010	7
PbGEM-330859	PBANKA_071270	7
PbGEM-293248	PBANKA_100520	7
PbGEM-273282	PBANKA_041780	7
PbGEM-288074	PBANKA_090860	7
PbGEM-261516	PBANKA_123740	7
PbGEM-298005	PBANKA_110220	7
PbGEM-276154	PBANKA_051970	7
PbGEM-286266	PBANKA_083200	7
PbGEM-343220	PBANKA_140170	7
PbGEM-342996	PBANKA_131070	7
PbGEM-343260	PBANKA_141470	7
PbGEM-337179	PBANKA_123960	7
PbGEM-342124	PBANKA_081600	7
PbGEM-327491	PBANKA_010010	7
PbGEM-247030	PBANKA_113810	7
PbGEM-332155	PBANKA_083680	7
PbGEM-326387	PBANKA_146300	7
PbGEM-339371	PBANKA_140240	7
PbGEM-332227	PBANKA_090200	7
PbGEM-333467	PBANKA_100350	7
PbGEM-332323	PBANKA_090530	7
PbGEM-310583	PBANKA_130480	7
PbGEM-266212	PBANKA_010220	7
PbGEM-339443	PBANKA_140430	7
PbGEM-304850	PBANKA_121000	7
PbGEM-271138	PBANKA_031490	7
PbGEM-272490	PBANKA_041190	7
PbGEM-294520	PBANKA_101470	7
PbGEM-320627	PBANKA_141700	7
PbGEM-333995	PBANKA_101935	7
PbGEM-306626	PBANKA_122300	7
PbGEM-307282	PBANKA_122750	7
PbGEM-301306	PBANKA_112890	7
PbGEM-290656	PBANKA_092930	7
PbGEM-294982	PBANKA_101900	7
PbGEM-313781	PBANKA_132900	7
PbGEM-332139	PBANKA_083655	7
PbGEM-308649	PBANKA_123830	7
PbGEM-334611	PBANKA_104000	7
PbGEM-337307	PBANKA_124440	7
PbGEM-340827	PBANKA_145190	7
PbGEM-293880	PBANKA_100960	7
PbGEM-339211	PBANKA_136180	7
PbGEM-456558	PBANKA_114590	7
PbGEM-273690	PBANKA_050200	7
PbGEM-268595	PBANKA_020920	7
PbGEM-099789	PBANKA_112690	7
PbGEM-046708	PBANKA_120200	7
PbGEM-036523	PBANKA_101530	7
PbGEM-050127	PBANKA_122580	7
PbGEM-079665	PBANKA_144160	7
PbGEM-068823	PBANKA_144600	7
PbGEM-537195	PBANKA_141770	7
PbGEM-535555	PBANKA_103220	7
PbGEM-535875	PBANKA_113490	7
PbGEM-538163	PBANKA_052240	7
PbGEM-263460	PBANKA_101980	7
PbGEM-253484	PBANKA_134250	7
PbGEM-261452	PBANKA_123640	7
PbGEM-237378	PBANKA_072200	7
PbGEM-341555	PBANKA_061590	7
PbGEM-341547	PBANKA_081240	7
PbGEM-234694	PBANKA_061680	7
PbGEM-330283	PBANKA_061570	7
PbGEM-293440	PBANKA_100630	7
PbGEM-327699	PBANKA_010600	7
PbGEM-332883	PBANKA_092770	7
PbGEM-337699	PBANKA_131200	7
PbGEM-336139	PBANKA_120260	7
PbGEM-339403	PBANKA_140330	7
PbGEM-336283	PBANKA_120820	7
PbGEM-328107	PBANKA_020960	7
PbGEM-329507	PBANKA_050970	7
PbGEM-274890	PBANKA_051080	7
PbGEM-338003	PBANKA_132220	7
PbGEM-108369	PBANKA_135590	7
PbGEM-537843	PBANKA_010590	7
PbGEM-534515	PBANKA_080670	7
PbGEM-533523	PBANKA_031360	7
PbGEM-536795	PBANKA_133390	7
PbGEM-121266	PBANKA_111510	7
PbGEM-064297	PBANKA_141460	7
PbGEM-096105	PBANKA_101050	7
PbGEM-084632	PBANKA_041065	7
PbGEM-093381	PBANKA_091600	7
PbGEM-043181	PBANKA_112240	7
PbGEM-009249	PBANKA_030370	7
PbGEM-030952	PBANKA_091990	7
PbGEM-021746	PBANKA_071010	7
PbGEM-015197	PBANKA_051220	7
PbGEM-082644	PBANKA_021140	7
PbGEM-102772	PBANKA_122030	7
PbGEM-533467	PBANKA_030890	7
PbGEM-534107	PBANKA_061190	7
PbGEM-533419	PBANKA_030340	7
PbGEM-536539	PBANKA_130790	7
PbGEM-230537	PBANKA_040120	7
PbGEM-241876	PBANKA_094230	7
PbGEM-226701	PBANKA_010160	7
PbGEM-326459	PBANKA_146370	7
PbGEM-237320	PBANKA_090850	7
PbGEM-328723	PBANKA_031660	7
PbGEM-334763	PBANKA_110430	7
PbGEM-300555	PBANKA_112230	7
PbGEM-343452	PBANKA_145920	7
PbGEM-271442	PBANKA_040240	7
PbGEM-334035	PBANKA_102070	7
PbGEM-268195	PBANKA_020670	7
PbGEM-272202	PBANKA_040950	7
PbGEM-336427	PBANKA_121320	7
PbGEM-335099	PBANKA_111520	7
PbGEM-336539	PBANKA_121630	7
PbGEM-329707	PBANKA_051710	7
PbGEM-337939	PBANKA_132010	7
PbGEM-314709	PBANKA_133650	7
PbGEM-062978	PBANKA_140500	7
PbGEM-100268	PBANKA_113230	7
PbGEM-229258	PBANKA_031000	7
PbGEM-241174	PBANKA_093980	7
PbGEM-263388	PBANKA_101910	7
PbGEM-286362	PBANKA_083250	7
PbGEM-283042	PBANKA_080250	7
PbGEM-269451	PBANKA_030180	7
PbGEM-321675	PBANKA_142610	7
PbGEM-285946	PBANKA_082930	7
PbGEM-337027	PBANKA_123280	7
PbGEM-335859	PBANKA_113870	7
PbGEM-011394	PBANKA_040410	7
PbGEM-030788	PBANKA_091870	7
PbGEM-086151	PBANKA_051520	7
PbGEM-026560	PBANKA_082430	7
PbGEM-022409	PBANKA_071490	7
PbGEM-051034	PBANKA_123230	7
PbGEM-042878	PBANKA_112020	7
PbGEM-101938	PBANKA_120800	7
PbGEM-100629	PBANKA_113740	7
PbGEM-257060	PBANKA_142150	7
PbGEM-533923	PBANKA_051950	7
PbGEM-237372	PBANKA_081110	7
PbGEM-276002	PBANKA_051900	7
PbGEM-270099	PBANKA_030650	7
PbGEM-334995	PBANKA_111090	7
PbGEM-273898	PBANKA_050330	7
PbGEM-087828	PBANKA_061540	7
PbGEM-533331	PBANKA_021030	7
PbGEM-534387	PBANKA_071720	7
PbGEM-261596	PBANKA_123880	7
PbGEM-323859	PBANKA_144280	7
PbGEM-310335	PBANKA_130310	7
PbGEM-334115	PBANKA_102460	7
PbGEM-329235	PBANKA_050120	7
PbGEM-266100	PBANKA_010110	7
PbGEM-321267	PBANKA_142210	7
PbGEM-072498	PBANKA_061670	7
PbGEM-343204	PBANKA_135970	7
PbGEM-061442	PBANKA_135960	7
PbGEM-329547	PBANKA_051060	7
PbGEM-026174	PBANKA_082040	7_2
PbGEM-050079	PBANKA_122550	7_2
PbGEM-086037	PBANKA_051300	7_2
PbGEM-014629	PBANKA_050830	7_2
PbGEM-010777	PBANKA_031500	7_2
PbGEM-026453	PBANKA_082350	7_2
PbGEM-083698	PBANKA_031180	7_2
PbGEM-062339	PBANKA_140070	7_2
PbGEM-110533	PBANKA_142160	7_2
PbGEM-060427	PBANKA_135250	7_2
PbGEM-020924	PBANKA_070470	7_2
PbGEM-038941	PBANKA_103240	7_2
PbGEM-099647	PBANKA_112470	7_2
PbGEM-079841	PBANKA_144480	7_2
PbGEM-109573	PBANKA_140790	7_2
PbGEM-109406	PBANKA_140480	7_2
PbGEM-534451	PBANKA_080030	7_2
PbGEM-260164	PBANKA_083330	7_2
PbGEM-251670	PBANKA_133720	7_2
PbGEM-241251	PBANKA_094020	7_2
PbGEM-266515	PBANKA_010430	7_2
PbGEM-300411	PBANKA_112140	7_2
PbGEM-227009	PBANKA_021230	7_2
PbGEM-331075	PBANKA_072070	7_2
PbGEM-332011	PBANKA_083210	7_2
PbGEM-332211	PBANKA_090180	7_2
PbGEM-267115	PBANKA_010940	7_2
PbGEM-320083	PBANKA_141230	7_2
PbGEM-333755	PBANKA_101210	7_2
PbGEM-253428	PBANKA_134230	7_2
PbGEM-340435	PBANKA_144170	7_2
PbGEM-315755	PBANKA_134420	7_2
PbGEM-332523	PBANKA_091240	7_2
PbGEM-323355	PBANKA_143910	7_2
PbGEM-298629	PBANKA_110700	7_2
PbGEM-236306	PBANKA_080600	7_2
PbGEM-337923	PBANKA_131970	7_2
PbGEM-275466	PBANKA_051530	7_2
PbGEM-336643	PBANKA_121960	7_2
PbGEM-333587	PBANKA_100760	7_2
PbGEM-329227	PBANKA_050100	7_2
PbGEM-336675	PBANKA_122090	7_2
PbGEM-337419	PBANKA_130230	7_2
PbGEM-304306	PBANKA_120540	7_2
PbGEM-268731	PBANKA_021010	7_2
PbGEM-342188	PBANKA_090950	7_2
PbGEM-342556	PBANKA_110490	7_2
PbGEM-342468	PBANKA_102260	7_2
PbGEM-343468	PBANKA_146220	7_2
PbGEM-297805	PBANKA_110090	7_2
PbGEM-310535	PBANKA_130440	7_2
PbGEM-328355	PBANKA_030100	7_2
PbGEM-337539	PBANKA_130670	7_2
PbGEM-293744	PBANKA_100860	7_2
PbGEM-272458	PBANKA_041160	7_2
PbGEM-336523	PBANKA_121590	7_2
PbGEM-320435	PBANKA_141590	7_2
PbGEM-288594	PBANKA_091300	7_2
PbGEM-332659	PBANKA_091650	7_2
PbGEM-331083	PBANKA_072100	7_2
PbGEM-275882	PBANKA_051830	7_2
PbGEM-334219	PBANKA_102720	7_2
PbGEM-309681	PBANKA_124570	7_2
PbGEM-053796	PBANKA_130520	7_2
PbGEM-017603	PBANKA_060440	7_2
PbGEM-036210	PBANKA_101330	7_2
PbGEM-016675	PBANKA_052230	7_2
PbGEM-087185	PBANKA_060620	7_2
PbGEM-237100	PBANKA_072090	7_2
PbGEM-337899	PBANKA_131910	7_2
PbGEM-325539	PBANKA_145540	7_2
PbGEM-269163	PBANKA_021450	7_2
PbGEM-265276	PBANKA_070440	7_2
PbGEM-331155	PBANKA_080060	7_2
PbGEM-281602	PBANKA_071250	7_2
PbGEM-341748	PBANKA_021330	7_2
PbGEM-304586	PBANKA_120770	7_2
PbGEM-285018	PBANKA_082010	7_2
PbGEM-292616	PBANKA_100120	7_2
PbGEM-287066	PBANKA_090150	7_2
PbGEM-303794	PBANKA_120230	7_2
PbGEM-287418	PBANKA_090400	7_2
PbGEM-303986	PBANKA_120360	7_2
PbGEM-277882	PBANKA_060920	7_2
PbGEM-319691	PBANKA_140900	7_2
PbGEM-288538	PBANKA_091250	7_2
PbGEM-329851	PBANKA_052210	7_2
PbGEM-296326	PBANKA_102910	7_2
PbGEM-290800	PBANKA_093040	7_2
PbGEM-337019	PBANKA_123200	7_2
PbGEM-286858	PBANKA_083660	7_2
PbGEM-334603	PBANKA_103980	7_2
PbGEM-309105	PBANKA_124240	7_2
PbGEM-232478	PBANKA_060470	7_2
PbGEM-334115	PBANKA_102460	7_2
PbGEM-329235	PBANKA_050120	7_2
PbGEM-266100	PBANKA_010110	7_2
PbGEM-321267	PBANKA_142210	7_2
PbGEM-072498	PBANKA_061670	7_2
PbGEM-343204	PBANKA_135970	7_2
PbGEM-061442	PBANKA_135960	7_2
PbGEM-329547	PBANKA_051060	7_2
