PbGEM-ID	gene_id
PbGEM-282394	PBANKA_071960
PbGEM-248759	PBANKA_112900
PbGEM-321843	PBANKA_142810
PbGEM-292384	PBANKA_094390
PbGEM-328387	PBANKA_030210
PbGEM-328507	PBANKA_030660
PbGEM-271858	PBANKA_040590
PbGEM-334907	PBANKA_110820
PbGEM-327755	PBANKA_010720
PbGEM-331387	PBANKA_080610
PbGEM-267131	PBANKA_010960
PbGEM-270690	PBANKA_031130
PbGEM-267067	PBANKA_010890
PbGEM-272986	PBANKA_041540
PbGEM-278298	PBANKA_061300
PbGEM-281914	PBANKA_071540
PbGEM-299315	PBANKA_111270
PbGEM-285842	PBANKA_082820
PbGEM-297446	PBANKA_103850
PbGEM-335779	PBANKA_113590
PbGEM-340195	PBANKA_143430
PbGEM-286738	PBANKA_083550
PbGEM-334475	PBANKA_103480
PbGEM-334571	PBANKA_103870
PbGEM-340587	PBANKA_144590
PbGEM-330907	PBANKA_071440
PbGEM-280330	PBANKA_070350
PbGEM-334747	PBANKA_110410
PbGEM-065359	PBANKA_142220
PbGEM-111690	PBANKA_061670
PbGEM-090719	PBANKA_081070
PbGEM-026142	PBANKA_082020
PbGEM-041727	PBANKA_111200
PbGEM-108076	PBANKA_135210
PbGEM-022249	PBANKA_071390
PbGEM-043765	PBANKA_112620
PbGEM-057101	PBANKA_132910
PbGEM-088924	PBANKA_070700
PbGEM-111006	PBANKA_142880
PbGEM-082477	PBANKA_020970
PbGEM-027163	PBANKA_082890
PbGEM-043631	PBANKA_112530
PbGEM-061170	PBANKA_135790
PbGEM-052958	PBANKA_124660
PbGEM-111449	PBANKA_143440
PbGEM-311621	PBANKA_131270
PbGEM-255828	PBANKA_143140
PbGEM-243303	PBANKA_103680
PbGEM-235933	PBANKA_080430
PbGEM-226693	PBANKA_010150
PbGEM-230990	PBANKA_050690
PbGEM-261356	PBANKA_123490
PbGEM-245693	PBANKA_113380
PbGEM-248306	PBANKA_121690
PbGEM-237397	PBANKA_081120
PbGEM-246246	PBANKA_113550
PbGEM-245479	PBANKA_111870
PbGEM-259332	PBANKA_082230
PbGEM-239778	PBANKA_082090
PbGEM-254861	PBANKA_141300
PbGEM-257534	PBANKA_143870
PbGEM-264076	PBANKA_140400
PbGEM-247010	PBANKA_121240
PbGEM-266060	PBANKA_010080
PbGEM-229846	PBANKA_031270
PbGEM-272922	PBANKA_041490
PbGEM-331475	PBANKA_080950
PbGEM-266100	PBANKA_010110
PbGEM-324947	PBANKA_145120
PbGEM-296942	PBANKA_103450
PbGEM-267395	PBANKA_011160
PbGEM-278858	PBANKA_061640
PbGEM-283538	PBANKA_080640
PbGEM-336259	PBANKA_120740
PbGEM-339451	PBANKA_140440
PbGEM-321755	PBANKA_142710
PbGEM-304938	PBANKA_121060
PbGEM-235725	PBANKA_071470
PbGEM-264468	PBANKA_134600
PbGEM-340051	PBANKA_142930
PbGEM-339507	PBANKA_140660
PbGEM-338419	PBANKA_133690
PbGEM-318427	PBANKA_140040
PbGEM-336235	PBANKA_120680
PbGEM-282042	PBANKA_071630
PbGEM-320835	PBANKA_141850
PbGEM-343476	PBANKA_070210
PbGEM-341884	PBANKA_041680
PbGEM-342764	PBANKA_114340
PbGEM-277394	PBANKA_060510
PbGEM-287658	PBANKA_090600
PbGEM-297821	PBANKA_110100
PbGEM-304618	PBANKA_120790
PbGEM-298837	PBANKA_110880
PbGEM-309433	PBANKA_124430
PbGEM-273930	PBANKA_050370
PbGEM-298253	PBANKA_110390
PbGEM-287402	PBANKA_090370
PbGEM-287482	PBANKA_090460
PbGEM-271730	PBANKA_040500
PbGEM-283466	PBANKA_080550
PbGEM-293520	PBANKA_100690
PbGEM-288090	PBANKA_090880
PbGEM-268307	PBANKA_020730
PbGEM-330811	PBANKA_071100
PbGEM-288138	PBANKA_090940
PbGEM-270930	PBANKA_031320
PbGEM-311597	PBANKA_131260
PbGEM-275826	PBANKA_051810
PbGEM-339827	PBANKA_141860
PbGEM-279194	PBANKA_061840
PbGEM-289537	PBANKA_092020
PbGEM-279674	PBANKA_062200
PbGEM-285418	PBANKA_082440
PbGEM-331819	PBANKA_082460
PbGEM-295742	PBANKA_102480
PbGEM-291376	PBANKA_093470
PbGEM-286394	PBANKA_083280
PbGEM-286338	PBANKA_083240
PbGEM-333131	PBANKA_093750
PbGEM-303314	PBANKA_114480
PbGEM-283874	PBANKA_080940
PbGEM-343244	PBANKA_141020
PbGEM-319803	PBANKA_140960
PbGEM-331899	PBANKA_082850
PbGEM-328115	PBANKA_020990
PbGEM-308849	PBANKA_124020
PbGEM-292800	PBANKA_100260
PbGEM-334115	PBANKA_102460
PbGEM-329235	PBANKA_050120
PbGEM-266100	PBANKA_010110
PbGEM-321267	PBANKA_142210
PbGEM-072498	PBANKA_061670
PbGEM-343204	PBANKA_135970
PbGEM-061442	PBANKA_135960
PbGEM-329547	PBANKA_051060
